Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,contributors_count,commits_count,size,subscribers_count,watchers_count,languages,full_name,distros_present
ros2_whill_interfaces,whill-labs,Interface package for ros2_whill,https://github.com/whill-labs/ros2_whill_interfaces,9,3,2,0,,MIT,True,False,False,False,False,1,6,9,7,3,CMake,whill-labs/ros2_whill_interfaces,humble
wrapyfi_ros2_interfaces,modular-ml,ROS2 messages and services for Wrapyfi,https://github.com/modular-ml/wrapyfi_ros2_interfaces,28,1,0,0,,MIT,True,False,False,False,False,1,13,28,1,1,CMake,modular-ml/wrapyfi_ros2_interfaces,humble
xacro,ros,"Xacro is an XML macro language. With xacro, you can construct shorter and more readable XML files by using macros that expand to larger XML expressions.",https://github.com/ros/xacro,1029,112,104,10,,BSD-3-Clause,True,False,False,False,False,36,612,1029,15,112,Python;CMake;Shell,ros/xacro,humble|jazzy|kilted
yaml_cpp_vendor,ros2,Vendor package for providing yaml cpp within a cmake package,https://github.com/ros2/yaml_cpp_vendor,72,1,16,4,,,False,False,False,False,False,24,75,72,19,1,CMake,ros2/yaml_cpp_vendor,humble|jazzy|kilted
yashar_turtle_chase,yaswhar,"This repo is made for an assignment of ""Robotics Lab"" course, instructed in Department of Mechanical Engineering, at Sharif University of Technology. ",https://github.com/yaswhar/yashar_turtle_chase,34,0,0,0,robotics;ros2;ros2-humble;turtlesim,Apache-2.0,True,False,False,False,False,1,10,34,1,0,Python,yaswhar/yashar_turtle_chase,humble
zed-ros2-description,stereolabs,Contains URDF and meshes to create models of Stereolabs ZED Cameras.,https://github.com/stereolabs/zed-ros2-description,2743,0,1,0,,Apache-2.0,True,True,False,False,False,2,21,2743,0,0,Python;CMake,stereolabs/zed-ros2-description,humble|jazzy
zed-ros2-interfaces,stereolabs,ROS2 interfaces for the ZED ROS2 Wrapper,https://github.com/stereolabs/zed-ros2-interfaces,16640,13,22,6,,Apache-2.0,True,True,False,False,False,2,100,16640,3,13,CMake,stereolabs/zed-ros2-interfaces,humble|jazzy|kilted
zenoh-plugin-dds,eclipse-zenoh,"A zenoh plug-in that allows to transparently route DDS data.  This plugin can be used by DDS applications to leverage zenoh for geographical routing or for better scaling discovery. For ROS2 robotic applications, use https://github.com/eclipse-zenoh/zenoh-plugin-ros2dds",https://github.com/eclipse-zenoh/zenoh-plugin-dds,2213,197,60,17,cyclonedds;dds;edge-computing;robotics;ros2;zenoh,Other,True,True,False,False,False,31,1003,2213,12,197,Rust;Shell;CMake;Dockerfile,eclipse-zenoh/zenoh-plugin-dds,humble|jazzy|kilted
zmqpp_vendor,autowarefoundation,vendor package for https://github.com/zeromq/zmqpp,https://github.com/autowarefoundation/zmqpp_vendor,25,2,4,0,,Apache-2.0,True,True,False,False,False,5,34,25,1,2,CMake,autowarefoundation/zmqpp_vendor,humble|jazzy|kilted
ads_vendor,b-robotized,,https://github.com/b-robotized/ads_vendor,20,1,1,0,,Apache-2.0,True,False,False,False,False,1,18,20,0,1,CMake,b-robotized/ads_vendor,jazzy|kilted
asyncapi_gencpp,hatchbed,C++ code generator for serializing and deserializing AsyncAPI components and messages based on a specification file.,https://github.com/hatchbed/asyncapi_gencpp,17,5,0,2,,BSD-3-Clause,True,False,False,False,False,2,12,17,3,5,Python;CMake,hatchbed/asyncapi_gencpp,jazzy|kilted
boost_sml_vendor,nobleo,Vendor package for the Boost SML (State Machine Language),https://github.com/nobleo/boost_sml_vendor,2,0,0,0,,MIT,False,False,False,False,False,1,3,2,2,0,CMake,nobleo/boost_sml_vendor,jazzy|kilted
clearpath_tests,clearpathrobotics,,https://github.com/clearpathrobotics/clearpath_tests,151,0,0,0,,Other,True,False,False,False,False,2,156,151,1,0,Python,clearpathrobotics/clearpath_tests,jazzy
cm_executors,cellumation,,https://github.com/cellumation/cm_executors,149,23,5,3,,Apache-2.0,True,True,False,False,False,2,45,149,2,23,C++;CMake,cellumation/cm_executors,jazzy
cras_msgs,ctu-vras,Common ROS messages used by CRAS,https://github.com/ctu-vras/cras_msgs,40,0,0,0,,BSD-3-Clause,True,False,False,False,False,1,25,40,2,0,C++;CMake,ctu-vras/cras_msgs,jazzy|kilted
data_tamer_tools-release,jlack1987,Release repository for data tamer tools package,https://github.com/jlack1987/data_tamer_tools-release,107,0,0,0,,,True,False,False,False,False,1,1,107,0,0,,jlack1987/data_tamer_tools-release,jazzy
Fast-CDR,eProsima,"eProsima FastCDR library provides two serialization mechanisms. One is the standard CDR serialization mechanism, while the other is a faster implementation of it. Looking for commercial support? Contact info@eprosima.com",https://github.com/eProsima/Fast-CDR,4734,176,123,5,cdr;cpp;deserialization;omg;serialization,Apache-2.0,True,True,False,True,False,46,555,4734,16,176,C++;CMake;CSS;C;Python;HTML,eProsima/Fast-CDR,jazzy|kilted
rqt_frame_editor_plugin,ipa320,"An rqt plugin for creating, manipulating and managing tf frames.",https://github.com/ipa320/rqt_frame_editor_plugin,6920,63,20,2,,MIT,True,False,False,False,False,8,168,6920,4,63,Python;CMake,ipa320/rqt_frame_editor_plugin,jazzy
gz_cmake_vendor,gazebo-release,,https://github.com/gazebo-release/gz_cmake_vendor,59,0,2,2,,Apache-2.0,False,True,False,False,False,5,55,59,2,0,CMake,gazebo-release/gz_cmake_vendor,jazzy|kilted
gz_common_vendor,gazebo-release,,https://github.com/gazebo-release/gz_common_vendor,44,1,2,2,,Apache-2.0,False,True,False,False,False,5,50,44,2,1,CMake,gazebo-release/gz_common_vendor,jazzy|kilted
gz_dartsim_vendor,gazebo-release,,https://github.com/gazebo-release/gz_dartsim_vendor,25,0,3,1,,Apache-2.0,True,True,False,False,False,3,20,25,2,0,CMake,gazebo-release/gz_dartsim_vendor,jazzy|kilted
gz_fuel_tools_vendor,gazebo-release,,https://github.com/gazebo-release/gz_fuel_tools_vendor,35,0,1,0,,Apache-2.0,False,True,False,False,False,5,34,35,2,0,CMake,gazebo-release/gz_fuel_tools_vendor,jazzy|kilted
gz_gui_vendor,gazebo-release,,https://github.com/gazebo-release/gz_gui_vendor,27,0,3,0,,Apache-2.0,False,True,False,False,False,5,29,27,2,0,CMake,gazebo-release/gz_gui_vendor,jazzy|kilted
gz_launch_vendor,gazebo-release,,https://github.com/gazebo-release/gz_launch_vendor,28,0,2,0,,Apache-2.0,False,True,False,False,False,5,28,28,2,0,CMake,gazebo-release/gz_launch_vendor,jazzy|kilted
gz_math_vendor,gazebo-release,,https://github.com/gazebo-release/gz_math_vendor,51,1,2,0,,Apache-2.0,False,True,False,False,False,7,49,51,2,1,CMake,gazebo-release/gz_math_vendor,jazzy|kilted
gz_msgs_vendor,gazebo-release,,https://github.com/gazebo-release/gz_msgs_vendor,48,0,3,1,,Apache-2.0,False,True,False,False,False,4,46,48,2,0,CMake,gazebo-release/gz_msgs_vendor,jazzy|kilted
gz_ogre_next_vendor,gazebo-release,,https://github.com/gazebo-release/gz_ogre_next_vendor,29,0,3,1,,Apache-2.0,True,True,False,False,False,4,31,29,2,0,CMake,gazebo-release/gz_ogre_next_vendor,jazzy|kilted
gz_physics_vendor,gazebo-release,,https://github.com/gazebo-release/gz_physics_vendor,50,0,1,0,,Apache-2.0,False,True,False,False,False,5,43,50,2,0,CMake,gazebo-release/gz_physics_vendor,jazzy|kilted
gz_plugin_vendor,gazebo-release,,https://github.com/gazebo-release/gz_plugin_vendor,26,0,1,0,,Apache-2.0,False,True,False,False,False,5,33,26,2,0,CMake,gazebo-release/gz_plugin_vendor,jazzy|kilted
gz_rendering_vendor,gazebo-release,,https://github.com/gazebo-release/gz_rendering_vendor,42,0,2,0,,Apache-2.0,False,True,False,False,False,4,46,42,2,0,CMake,gazebo-release/gz_rendering_vendor,jazzy|kilted
gz_sensors_vendor,gazebo-release,,https://github.com/gazebo-release/gz_sensors_vendor,37,0,1,0,,Apache-2.0,False,True,False,False,False,5,39,37,2,0,CMake,gazebo-release/gz_sensors_vendor,jazzy|kilted
gz_sim_vendor,gazebo-release,,https://github.com/gazebo-release/gz_sim_vendor,62,0,2,2,,Apache-2.0,False,True,False,False,False,5,41,62,2,0,CMake,gazebo-release/gz_sim_vendor,jazzy|kilted
gz_tools_vendor,gazebo-release,,https://github.com/gazebo-release/gz_tools_vendor,27,0,0,0,,Apache-2.0,False,True,False,False,False,3,25,27,2,0,CMake,gazebo-release/gz_tools_vendor,jazzy|kilted
gz_transport_vendor,gazebo-release,,https://github.com/gazebo-release/gz_transport_vendor,56,0,2,0,,Apache-2.0,False,True,False,False,False,5,48,56,2,0,CMake,gazebo-release/gz_transport_vendor,jazzy|kilted
gz_utils_vendor,gazebo-release,,https://github.com/gazebo-release/gz_utils_vendor,36,0,2,0,,Apache-2.0,False,True,False,False,False,6,32,36,2,0,CMake,gazebo-release/gz_utils_vendor,jazzy|kilted
hector_rviz_overlay,tu-darmstadt-ros-pkg,Enables the overlay of Qt and QML UIs on top of the 3D scene in RViz.,https://github.com/tu-darmstadt-ros-pkg/hector_rviz_overlay,282,16,4,0,robotics;ros;ros2;rviz;rviz2;rviz2-plugin;rviz2-plugins,GPL-3.0,True,False,False,False,False,1,28,282,11,16,C++;CMake;QML,tu-darmstadt-ros-pkg/hector_rviz_overlay,jazzy
hyveos_ros,p2p-industries,,https://github.com/p2p-industries/hyveos_ros,18,0,0,1,,MIT,True,False,False,False,False,2,6,18,1,0,Python;Dockerfile,p2p-industries/hyveos_ros,jazzy|kilted
hyveos_ros_msgs,p2p-industries,,https://github.com/p2p-industries/hyveos_ros_msgs,9,0,0,1,,MIT,True,False,False,False,False,1,7,9,1,0,CMake;Dockerfile,p2p-industries/hyveos_ros_msgs,jazzy|kilted
insight_gui,julianmueller,"Insight is a minimalist GUI alternative to rqt. It is a GTK4-based tool for exploring ROS2 topics, services, and messages, featuring the GNOME Adwaita style.",https://github.com/julianmueller/insight_gui,4763,68,3,3,,Other,True,False,False,False,False,1,136,4763,3,68,Python;CSS,julianmueller/insight_gui,jazzy
laser_scan_merger,BruceChanJianLe,"A multithreaded laser scan merger, aims to be blazingly fast.",https://github.com/BruceChanJianLe/laser_scan_merger,25,0,1,0,,Apache-2.0,True,False,False,False,False,1,16,25,0,0,C++;Python;CMake,BruceChanJianLe/laser_scan_merger,jazzy
linux_isolate_process,adityapande-1995,"Isolates any given process using the unshare system call. Suited for ROS, though can work for any process.",https://github.com/adityapande-1995/linux_isolate_process,38,13,0,0,,Apache-2.0,True,False,False,False,False,1,31,38,1,13,Python,adityapande-1995/linux_isolate_process,jazzy|kilted
live555_vendor,fkie,ROS 2 vendoring-friendly copy of the multimedia RTSP streaming library,https://github.com/fkie/live555_vendor,1111,1,0,0,,,True,False,False,False,False,1,38,1111,2,1,C++;C;CMake;Makefile;Shell;Batchfile;Tcl,fkie/live555_vendor,jazzy
mavlink-gbp-release,mavlink,git-buildpackage repository for releasing mavlink as 3-rd party library for ROS,https://github.com/mavlink/mavlink-gbp-release,10628,26,84,1,,,True,False,False,False,False,10,1165,10628,21,26,CMake;C,mavlink/mavlink-gbp-release,jazzy|kilted
mp_units_vendor,nobleo,Vendor package for the mp-units library,https://github.com/nobleo/mp_units_vendor,8,1,0,0,,Apache-2.0,True,False,False,False,False,1,4,8,1,1,CMake,nobleo/mp_units_vendor,jazzy|kilted
mujoco_ros2_control,ros-controls,"Provides a ROS 2 control hardware interface for the MuJoCo physics simulator, including plugins for various sensors, RGB-D cameras, and lidar.",https://github.com/ros-controls/mujoco_ros2_control,544,57,13,10,mujoco;robotics;ros-controls;ros2;simulation,Apache-2.0,True,False,False,False,False,13,180,544,4,57,C++;Python;CMake;Shell;Dockerfile,ros-controls/mujoco_ros2_control,jazzy|kilted
odri_master_board_sdk_release,stack-of-tasks,Hardware and Firmware of the Solo Quadruped Master Board,https://github.com/stack-of-tasks/odri_master_board_sdk_release,10397,0,2,0,,BSD-2-Clause,True,False,False,False,False,18,562,10397,0,0,C++;C;Python;CMake;Makefile;Shell,stack-of-tasks/odri_master_board_sdk_release,jazzy|kilted
ompl,ompl,The Open Motion Planning Library (OMPL),https://github.com/ompl/ompl,269763,1949,673,106,motion-planning;robotics,Other,True,False,False,False,False,96,5048,269763,37,1949,C++;Python;CMake;R;C;Shell;Dockerfile;CSS;JavaScript,ompl/ompl,jazzy|kilted
opensw,hatchbed,Open source client SDK for communicating with SlamTec Slamware devices,https://github.com/hatchbed/opensw,679,5,2,2,driver;lidar;mapping;robotics;rplidar,BSD-3-Clause,True,False,False,False,False,1,11,679,2,5,C++;CMake;C,hatchbed/opensw,jazzy|kilted
opensw_ros,hatchbed,Open ROS driver for communicating with SlamTec Slamware devices,https://github.com/hatchbed/opensw_ros,33,3,2,1,driver;lidar;robotics;ros;rplidar,BSD-3-Clause,True,False,False,False,False,1,7,33,2,3,C++;CMake,hatchbed/opensw_ros,jazzy|kilted
point_cloud_transport_tutorial,ros-perception,"This repository provides tutorial, which discusses running sample publisher and subscriber using multiple transports of point_cloud_transport.",https://github.com/ros-perception/point_cloud_transport_tutorial,789,11,4,0,,BSD-3-Clause,True,True,False,False,False,4,56,789,0,11,C++;Python;CMake,ros-perception/point_cloud_transport_tutorial,jazzy|kilted
protobuf_comm,fawkesrobotics,Protobuf wrapper for peer-to-peer communication,https://github.com/fawkesrobotics/protobuf_comm,267,1,1,0,,GPL-2.0,True,False,False,False,False,3,31,267,2,1,C++;CMake;Makefile,fawkesrobotics/protobuf_comm,jazzy|kilted
raph_desktop,RaphRover,Desktop ROS packages for Rapha Rover,https://github.com/RaphRover/raph_desktop,24,0,0,0,,MIT,True,False,False,False,False,2,21,24,1,0,CMake,RaphRover/raph_desktop,jazzy
rcl_logging_rcutils,sloretz,An rcl_logging implementation using the rcutils logger (doesn't write to the file system).,https://github.com/sloretz/rcl_logging_rcutils,7,1,0,0,,Apache-2.0,True,False,False,False,False,1,1,7,1,1,C;CMake,sloretz/rcl_logging_rcutils,jazzy|kilted
rcss3d_nao,ros-sports,,https://github.com/ros-sports/rcss3d_nao,92,3,1,2,,Apache-2.0,True,True,False,False,False,2,75,92,1,3,C++;CMake,ros-sports/rcss3d_nao,jazzy|kilted
reductstore_agent,reductstore,A ROS2 agent to stream data from ROS topics to ReductStore,https://github.com/reductstore/reductstore_agent,1782,12,1,4,,MIT,True,True,False,False,False,4,316,1782,1,12,Python;Shell,reductstore/reductstore_agent,jazzy
rosidl_dynamic_typesupport,ros2,Unified Interface for Dynamic (Runtime) Typesupport and Serialization,https://github.com/ros2/rosidl_dynamic_typesupport,108,5,7,3,,Apache-2.0,True,False,False,False,False,9,31,108,21,5,C;CMake;C++,ros2/rosidl_dynamic_typesupport,jazzy|kilted
rosidl_dynamic_typesupport_fastrtps,ros2,Dynamic (Runtime) Typesupport Serialization Support Library for FastRTPS,https://github.com/ros2/rosidl_dynamic_typesupport_fastrtps,59,2,3,1,,Apache-2.0,True,False,False,False,False,8,27,59,18,2,C++;C;CMake,ros2/rosidl_dynamic_typesupport_fastrtps,jazzy|kilted
rslidar_msg,RoboSense-LiDAR,ROS2 LiDAR Packet Message,https://github.com/RoboSense-LiDAR/rslidar_msg,7,23,47,2,,Other,True,False,False,False,False,3,10,7,2,23,CMake,RoboSense-LiDAR/rslidar_msg,jazzy|kilted
rslidar_sdk,RoboSense-LiDAR,RoboSense LiDAR SDK for ROS & ROS2,https://github.com/RoboSense-LiDAR/rslidar_sdk,2444,646,306,109,,Other,True,False,False,False,False,12,560,2444,14,646,C++;CMake;Python;Shell,RoboSense-LiDAR/rslidar_sdk,jazzy
rtest,Beam-and-Spyrosoft,,https://github.com/Beam-and-Spyrosoft/rtest,4823,125,17,13,,Apache-2.0,True,True,False,False,False,10,58,4823,2,125,C++;CMake;Shell;Python,Beam-and-Spyrosoft/rtest,jazzy|kilted
rtsp_image_transport,fkie,RTSP streaming for ROS image topics,https://github.com/fkie/rtsp_image_transport,133,13,3,0,,Apache-2.0,True,False,False,False,False,1,29,133,3,13,C++;CMake,fkie/rtsp_image_transport,jazzy
sdformat_vendor,gazebo-release,,https://github.com/gazebo-release/sdformat_vendor,60,0,1,2,,Apache-2.0,False,True,False,False,False,7,56,60,2,0,CMake,gazebo-release/sdformat_vendor,jazzy|kilted
so_arm_100_hardware,brukg,a ROS 2 Control hardware interface plugin for the SO100-arm low-cost 5DoF robotic manipulator. This interface supports both direct serial communication with the physical robot and simulation via ROS topics.,https://github.com/brukg/so_arm_100_hardware,49,16,5,0,,Apache-2.0,True,False,False,False,False,1,12,49,3,16,C++;Python;CMake;C,brukg/so_arm_100_hardware,jazzy
soccer_vision_3d_rviz_markers,ros-sports,,https://github.com/ros-sports/soccer_vision_3d_rviz_markers,468,4,2,3,,Apache-2.0,True,True,False,False,False,5,77,468,3,4,Python,ros-sports/soccer_vision_3d_rviz_markers,jazzy|kilted
steering_functions,hbanzhaf,,https://github.com/hbanzhaf/steering_functions,4422,250,106,2,,Apache-2.0,True,True,False,False,False,5,125,4422,8,250,C++;Python;CMake,hbanzhaf/steering_functions,jazzy|kilted
tf2_2d,locusrobotics,"2D position, orientation, and transform datatypes that support conversion to and from the tf2 3D datatypes",https://github.com/locusrobotics/tf2_2d,115,10,10,0,,Other,True,False,False,False,False,5,95,115,18,10,C++;CMake,locusrobotics/tf2_2d,jazzy|kilted
trimble_driver_ros,trimble-oss,Robot Operating System package for parsing Trimble's GSOF format,https://github.com/trimble-oss/trimble_driver_ros,139,5,2,7,,BSD-2-Clause,True,True,False,False,False,2,15,139,8,5,C++;CMake;C;Python;Shell,trimble-oss/trimble_driver_ros,jazzy
tuw_robotics,tuw-robotics,ROS package collection,https://github.com/tuw-robotics/tuw_robotics,55,1,0,2,,BSD-3-Clause,True,False,False,False,False,3,23,55,2,1,C++;CMake;Python,tuw-robotics/tuw_robotics,jazzy
mini_tof,uwgraphics,"ROS 2 package for interfacing with miniature time-of-flight sensors, e.g. AMS TMF8820, ST VL53L8CH",https://github.com/uwgraphics/mini_tof,243,4,2,0,,Apache-2.0,True,False,False,False,False,2,31,243,2,4,C;C++;Python,uwgraphics/mini_tof,kilted
mini_tof_interfaces,uwgraphics,ROS 2 interface definition for mini_tof package,https://github.com/uwgraphics/mini_tof_interfaces,12,1,0,0,,Apache-2.0,True,False,False,False,False,1,11,12,2,1,CMake,uwgraphics/mini_tof_interfaces,kilted
nonpersistent_voxel_layer,SteveMacenski,ROS drop in replacement to the voxel layer which does not persist readings through iterations when ray tracing or map maintenance is undesirable,https://github.com/SteveMacenski/nonpersistent_voxel_layer,66,49,17,0,,BSD-3-Clause,True,False,False,False,False,9,51,66,4,49,C++;CMake,SteveMacenski/nonpersistent_voxel_layer,kilted
ros2-easy-test,felixdivo,A Python test framework for ROS2 allowing simple and expressive assertions based on message interactions.,https://github.com/felixdivo/ros2-easy-test,187,27,5,4,nodes;ros;ros2;testing;testing-library,MIT,True,False,False,False,False,6,193,187,2,27,Python;Dockerfile,felixdivo/ros2-easy-test,kilted
ros2_snapshot,cnurobotics,Python-based ROS 2 tools that can be used to capture a software model of a ROS 2 Workspace and running ROS deployment.,https://github.com/CNURobotics/ros2_snapshot,75,0,0,0,,Apache-2.0,True,True,False,False,False,0,4,75,0,0,Python,CNURobotics/ros2_snapshot,kilted
